rank_priority,protocol_slug,protocol_name,defillama_url,category,chains,value_at_risk_usd,band_status,family_id,PRIORITY,LIKELIHOOD,ACTIONABILITY,family_evidence,learned_attack_surface,MATCH_SCORE,EVIDENCE_CONFIDENCE,evidence_level,repeat_victim_count,prior_hack_dates,surface_signals,conditions,preconditions_present,guards_found,prior_art_status,in_final
1691,dforce-lending,dForce Lending,https://defillama.com/protocol/dforce-lending,Lending,Ethereum|Binance|Optimism|Arbitrum|Polygon|Conflux,1027387.41,IN_BAND,ACC-MULTI-PATH-CREDIT-DRIFT,34.95,41.12,85.0,11.25,29.87,45,69.0,L1_ADAPTER,2,2023-02-10,owner_is_contract|is_proxy|has_oracle_declared|multichain_gt3|owner_is_eoa|on_ethereum|chain_hazard_ge2|on_bsc|authority_addrs_beyond_tvl|single_audit_only,MULTICHAIN_VERSION_DRIFT,_adapter_only|live_value_present|deployment_reachable_on_chain,,UNREMEDIATED_KNOWN_ISSUE,NO
1692,dforce-lending,dForce Lending,https://defillama.com/protocol/dforce-lending,Lending,Ethereum|Binance|Optimism|Arbitrum|Polygon|Conflux,1027387.41,IN_BAND,APPROVALS-TO-UPGRADEABLE-SPENDER,34.95,41.12,85.0,11.25,29.87,45,64.0,L1_ADAPTER,2,2023-02-10,owner_is_contract|is_proxy|has_oracle_declared|multichain_gt3|owner_is_eoa|on_ethereum|chain_hazard_ge2|on_bsc|authority_addrs_beyond_tvl|single_audit_only,AUTHORITY_ADDRESSES_BEYOND_TVL,_adapter_only|live_value_present|deployment_reachable_on_chain,,UNREMEDIATED_KNOWN_ISSUE,NO
1693,dforce-lending,dForce Lending,https://defillama.com/protocol/dforce-lending,Lending,Ethereum|Binance|Optimism|Arbitrum|Polygon|Conflux,1027387.41,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,34.95,41.12,85.0,11.25,29.87,45,69.0,L1_ADAPTER,2,2023-02-10,owner_is_contract|is_proxy|has_oracle_declared|multichain_gt3|owner_is_eoa|on_ethereum|chain_hazard_ge2|on_bsc|authority_addrs_beyond_tvl|single_audit_only,AUTHORITY_ADDRESSES_BEYOND_TVL,_adapter_only|live_value_present|deployment_reachable_on_chain,,UNREMEDIATED_KNOWN_ISSUE,NO
1694,dforce-lending,dForce Lending,https://defillama.com/protocol/dforce-lending,Lending,Ethereum|Binance|Optimism|Arbitrum|Polygon|Conflux,1027387.41,IN_BAND,CALLBACK-STATE-LOCK-INCOMPLETE,34.95,41.12,85.0,11.25,29.87,45,69.0,L1_ADAPTER,2,2023-02-10,owner_is_contract|is_proxy|has_oracle_declared|multichain_gt3|owner_is_eoa|on_ethereum|chain_hazard_ge2|on_bsc|authority_addrs_beyond_tvl|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,UNREMEDIATED_KNOWN_ISSUE,NO
1695,dforce-lending,dForce Lending,https://defillama.com/protocol/dforce-lending,Lending,Ethereum|Binance|Optimism|Arbitrum|Polygon|Conflux,1027387.41,IN_BAND,QUOTE-OR-ROUTE-OUTPUT-NOT-BOUND-TO-ASSET,34.95,41.12,85.0,11.25,29.87,45,69.0,L1_ADAPTER,2,2023-02-10,owner_is_contract|is_proxy|has_oracle_declared|multichain_gt3|owner_is_eoa|on_ethereum|chain_hazard_ge2|on_bsc|authority_addrs_beyond_tvl|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,UNREMEDIATED_KNOWN_ISSUE,NO
1696,dforce-lending,dForce Lending,https://defillama.com/protocol/dforce-lending,Lending,Ethereum|Binance|Optimism|Arbitrum|Polygon|Conflux,1027387.41,IN_BAND,ASSET-OR-MARKET-IDENTITY-NOT-VALIDATED,34.95,41.12,85.0,11.25,29.87,45,69.0,L1_ADAPTER,2,2023-02-10,owner_is_contract|is_proxy|has_oracle_declared|multichain_gt3|owner_is_eoa|on_ethereum|chain_hazard_ge2|on_bsc|authority_addrs_beyond_tvl|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,UNREMEDIATED_KNOWN_ISSUE,NO
1697,dforce-lending,dForce Lending,https://defillama.com/protocol/dforce-lending,Lending,Ethereum|Binance|Optimism|Arbitrum|Polygon|Conflux,1027387.41,IN_BAND,ACC-REWARD-INDEX-INIT-AND-ORDERING,34.95,41.12,85.0,11.25,29.87,45,69.0,L1_ADAPTER,2,2023-02-10,owner_is_contract|is_proxy|has_oracle_declared|multichain_gt3|owner_is_eoa|on_ethereum|chain_hazard_ge2|on_bsc|authority_addrs_beyond_tvl|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,UNREMEDIATED_KNOWN_ISSUE,NO
1698,dforce-lending,dForce Lending,https://defillama.com/protocol/dforce-lending,Lending,Ethereum|Binance|Optimism|Arbitrum|Polygon|Conflux,1027387.41,IN_BAND,ACC-ZERO-SUPPLY-INFLATION,34.95,41.12,85.0,11.25,29.87,45,69.0,L1_ADAPTER,2,2023-02-10,owner_is_contract|is_proxy|has_oracle_declared|multichain_gt3|owner_is_eoa|on_ethereum|chain_hazard_ge2|on_bsc|authority_addrs_beyond_tvl|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,UNREMEDIATED_KNOWN_ISSUE,NO
1699,dforce-lending,dForce Lending,https://defillama.com/protocol/dforce-lending,Lending,Ethereum|Binance|Optimism|Arbitrum|Polygon|Conflux,1027387.41,IN_BAND,BRIDGE-MESSAGE-NOT-BOUND-TO-SOURCE,34.95,41.12,85.0,11.25,29.87,45,69.0,L1_ADAPTER,2,2023-02-10,owner_is_contract|is_proxy|has_oracle_declared|multichain_gt3|owner_is_eoa|on_ethereum|chain_hazard_ge2|on_bsc|authority_addrs_beyond_tvl|single_audit_only,MULTICHAIN_VERSION_DRIFT,_adapter_only|live_value_present|deployment_reachable_on_chain,,UNREMEDIATED_KNOWN_ISSUE,NO
1700,dforce-lending,dForce Lending,https://defillama.com/protocol/dforce-lending,Lending,Ethereum|Binance|Optimism|Arbitrum|Polygon|Conflux,1027387.41,IN_BAND,CALLDATA-CALLER-CONTROLLED-TARGET,34.95,41.12,85.0,11.25,29.87,45,69.0,L1_ADAPTER,2,2023-02-10,owner_is_contract|is_proxy|has_oracle_declared|multichain_gt3|owner_is_eoa|on_ethereum|chain_hazard_ge2|on_bsc|authority_addrs_beyond_tvl|single_audit_only,AUTHORITY_ADDRESSES_BEYOND_TVL,_adapter_only|live_value_present|deployment_reachable_on_chain,,UNREMEDIATED_KNOWN_ISSUE,NO
1701,apex-pro,ApeX Pro,https://defillama.com/protocol/apex-pro,Derivatives,Ethereum|Polygon|Arbitrum|Binance|Mantle|Avalanche,1430084.56,IN_BAND,LIQUIDATION-ON-MANIPULABLE-VALUATION,34.95,41.12,85.0,23.1,18.02,52.5,69.0,L3_STATE,0,,has_oracle_declared|multichain_gt3|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,SINGLE_PRIMARY_ORACLE_NO_CROSSCHECK,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1702,apex-pro,ApeX Pro,https://defillama.com/protocol/apex-pro,Derivatives,Ethereum|Polygon|Arbitrum|Binance|Mantle|Avalanche,1430084.56,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,34.95,41.12,85.0,23.1,18.02,52.5,69.0,L3_STATE,0,,has_oracle_declared|multichain_gt3|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,SINGLE_PRIMARY_ORACLE_NO_CROSSCHECK,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1703,fwb,FWB,https://defillama.com/protocol/fwb,Yield,Polygon|Binance|Arbitrum|Base|Ethereum,51755.35,IN_BAND,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,34.95,34.95,100.0,18.13,16.82,41.2,69.0,L3_STATE,0,,age_under_1y|multichain_gt3|owner_is_eoa|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1704,fwb,FWB,https://defillama.com/protocol/fwb,Yield,Polygon|Binance|Arbitrum|Base|Ethereum,51755.35,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,34.95,34.95,100.0,18.13,16.82,41.2,69.0,L3_STATE,0,,age_under_1y|multichain_gt3|owner_is_eoa|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1705,fwb,FWB,https://defillama.com/protocol/fwb,Yield,Polygon|Binance|Arbitrum|Base|Ethereum,51755.35,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,34.95,34.95,100.0,18.13,16.82,41.2,69.0,L3_STATE,0,,age_under_1y|multichain_gt3|owner_is_eoa|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc,,live_pooled_depositor_value,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1706,fwb,FWB,https://defillama.com/protocol/fwb,Yield,Polygon|Binance|Arbitrum|Base|Ethereum,51755.35,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,34.95,34.95,100.0,18.13,16.82,41.2,69.0,L3_STATE,0,,age_under_1y|multichain_gt3|owner_is_eoa|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1707,apex-pro,ApeX Pro,https://defillama.com/protocol/apex-pro,Derivatives,Ethereum|Polygon|Arbitrum|Binance|Mantle|Avalanche,1430084.56,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,34.95,41.12,85.0,23.1,18.02,52.5,69.0,L3_STATE,0,,has_oracle_declared|multichain_gt3|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,SINGLE_PRIMARY_ORACLE_NO_CROSSCHECK,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1708,8lends,8lends,https://defillama.com/protocol/8lends,RWA Lending,Base,362549.13,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,34.93,34.93,100.0,26.4,8.53,60,77.0,L3_STATE,0,,is_proxy|age_1_3y|pricing_surface_undeclared|single_audit_only|single_chain,,prior_version_still_callable|still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1709,yieldwolf,YieldWolf,https://defillama.com/protocol/yieldwolf,Yield,Avalanche|Binance|Cronos|Fantom|Polygon|Celo,62845.65,IN_BAND,ACC-DONATION-UNACCOUNTED-BALANCE,34.92,34.92,100.0,18.7,16.22,42.5,69.0,L3_STATE,0,,owner_is_contract|multichain_gt3|on_bsc|single_audit_only,MISREPRESENTED_TOKENS,unprivileged_inbound_transfer_possible|live_value_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1710,uwu-lend,UwU Lend,https://defillama.com/protocol/uwu-lend,Lending,Ethereum,156312.01,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,34.91,46.55,75.0,36.9,9.65,73.8,76.4,L4_GUARD_REVIEW,2,2024-06-10|2024-06-13,no_audit_listed|on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|authority_addrs_beyond_tvl|single_chain,PRICING_SURFACE_UNDECLARED,src::spot_without_twap|value_decision_reads_configured_feed|live_positions_exposed,,UNREMEDIATED_KNOWN_ISSUE,NO
1711,rumpel-labs,Rumpel Labs,https://defillama.com/protocol/rumpel-labs,Synthetics,Ethereum|Hyperliquid L1,2203636.7,IN_BAND,ACC-HARDCODED-PEG-REDEMPTION,34.89,41.05,85.0,31.9,9.15,63.8,85.4,L4_GUARD_REVIEW,0,,age_1_3y|on_ethereum|chain_hazard_ge2|single_audit_only,,src::redeem_hardcoded_peg|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1712,rumpel-labs,Rumpel Labs,https://defillama.com/protocol/rumpel-labs,Synthetics,Ethereum|Hyperliquid L1,2203636.7,IN_BAND,HOOK-ZERO-VALUE-TRANSFER-TRIGGERS-ACCRUAL,34.89,41.05,85.0,31.9,9.15,63.8,90.4,L4_GUARD_REVIEW,0,,age_1_3y|on_ethereum|chain_hazard_ge2|single_audit_only,,src::hook_zero_amount_unguarded|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1713,accumulated-finance-liquid-staking,Accumulated Finance Liquid Staking,https://defillama.com/protocol/accumulated-finance-liquid-staking,Liquid Staking,Sapphire|Bitkub|ZetaChain|Coti|Manta|Velas,622677.38,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,34.88,34.88,100.0,18.13,16.75,41.2,69.0,L3_STATE,0,,owner_is_contract|multichain_gt3|owner_is_eoa|age_1_3y|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1714,apeswap-lending,ApeSwap Lending,https://defillama.com/protocol/apeswap-lending,Lending,Binance,219009.5,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,34.88,34.88,100.0,23.1,11.78,52.5,69.0,L3_STATE,0,,owner_is_eoa|on_bsc|pricing_surface_undeclared|single_audit_only|single_chain,PRICING_SURFACE_UNDECLARED,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1715,apeswap-lending,ApeSwap Lending,https://defillama.com/protocol/apeswap-lending,Lending,Binance,219009.5,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,34.88,34.88,100.0,23.1,11.78,52.5,69.0,L3_STATE,0,,owner_is_eoa|on_bsc|pricing_surface_undeclared|single_audit_only|single_chain,PRICING_SURFACE_UNDECLARED,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1716,apeswap-lending,ApeSwap Lending,https://defillama.com/protocol/apeswap-lending,Lending,Binance,219009.5,IN_BAND,LIQUIDATION-ON-MANIPULABLE-VALUATION,34.88,34.88,100.0,23.1,11.78,52.5,69.0,L3_STATE,0,,owner_is_eoa|on_bsc|pricing_surface_undeclared|single_audit_only|single_chain,,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1717,apeswap-lending,ApeSwap Lending,https://defillama.com/protocol/apeswap-lending,Lending,Binance,219009.5,IN_BAND,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,34.88,34.88,100.0,23.1,11.78,52.5,69.0,L3_STATE,0,,owner_is_eoa|on_bsc|pricing_surface_undeclared|single_audit_only|single_chain,,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1718,mdex,MDEX,https://defillama.com/protocol/mdex,Dexs,Binance|Bittorrent|Heco,1408196.85,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,34.87,41.02,85.0,26.4,14.62,60,77.0,L3_STATE,0,,has_2plus_audits|unverified_implementation|owner_is_eoa|on_bsc,,prior_version_still_callable|still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1719,mountain-protocol,Mountain Protocol,https://defillama.com/protocol/mountain-protocol,RWA,Ethereum|zkSync Era|Arbitrum|Base|Optimism|Polygon,1402690.25,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,34.85,41.0,85.0,26.4,14.6,60,71.0,L3_STATE,0,,is_proxy|multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|single_audit_only,MULTICHAIN_VERSION_DRIFT,prior_version_still_callable|still_holds_value_or_authority|not_paused,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1720,mountain-protocol,Mountain Protocol,https://defillama.com/protocol/mountain-protocol,RWA,Ethereum|zkSync Era|Arbitrum|Base|Optimism|Polygon,1402690.25,IN_BAND,UPGRADE-INITIALIZER-REACHABLE-LIVE,34.85,41.0,85.0,26.4,14.6,60,63.0,L3_STATE,0,,is_proxy|multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|single_audit_only,,upgradeable_architecture|initializer_flag_unset|live_value_or_approvals,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1721,morpheusai,MorpheusAI,https://defillama.com/protocol/morpheusai,AI Agents,Ethereum|Arbitrum|Base,20854791.28,IN_BAND,AUTH-PUBLIC-CLAIM-NO-ELIGIBILITY,34.84,58.07,60.0,36.9,21.17,73.8,85.4,L4_GUARD_REVIEW,0,,owner_is_contract|is_proxy|has_oracle_declared|age_1_3y|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl|single_audit_only,,src::claim_without_eligibility_map|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1722,venombridge,VenomBridge,https://defillama.com/protocol/venombridge,Bridge,Ethereum|Binance|Venom|Avalanche|Polygon|Fantom,743145.06,IN_BAND,CALLDATA-CALLER-CONTROLLED-TARGET,34.82,34.82,100.0,11.25,23.57,45,69.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|multichain_gt3|owner_is_eoa|age_1_3y|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1723,venombridge,VenomBridge,https://defillama.com/protocol/venombridge,Bridge,Ethereum|Binance|Venom|Avalanche|Polygon|Fantom,743145.06,IN_BAND,BRIDGE-MESSAGE-NOT-BOUND-TO-SOURCE,34.82,34.82,100.0,11.25,23.57,45,69.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|multichain_gt3|owner_is_eoa|age_1_3y|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,MULTICHAIN_VERSION_DRIFT,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1724,venombridge,VenomBridge,https://defillama.com/protocol/venombridge,Bridge,Ethereum|Binance|Venom|Avalanche|Polygon|Fantom,743145.06,IN_BAND,AMM-POOL-RATIO-SKEW-EXTRACTION,34.82,34.82,100.0,11.25,23.57,45,64.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|multichain_gt3|owner_is_eoa|age_1_3y|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1725,venombridge,VenomBridge,https://defillama.com/protocol/venombridge,Bridge,Ethereum|Binance|Venom|Avalanche|Polygon|Fantom,743145.06,IN_BAND,SIG-DIGEST-AMBIGUOUS-OR-UNBOUND,34.82,34.82,100.0,11.25,23.57,45,69.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|multichain_gt3|owner_is_eoa|age_1_3y|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1726,venombridge,VenomBridge,https://defillama.com/protocol/venombridge,Bridge,Ethereum|Binance|Venom|Avalanche|Polygon|Fantom,743145.06,IN_BAND,APPROVALS-TO-UPGRADEABLE-SPENDER,34.82,34.82,100.0,11.25,23.57,45,64.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|multichain_gt3|owner_is_eoa|age_1_3y|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1727,venombridge,VenomBridge,https://defillama.com/protocol/venombridge,Bridge,Ethereum|Binance|Venom|Avalanche|Polygon|Fantom,743145.06,IN_BAND,PROOF-VERIFICATION-BYPASSED,34.82,34.82,100.0,11.25,23.57,45,69.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|multichain_gt3|owner_is_eoa|age_1_3y|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1728,venombridge,VenomBridge,https://defillama.com/protocol/venombridge,Bridge,Ethereum|Binance|Venom|Avalanche|Polygon|Fantom,743145.06,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,34.82,34.82,100.0,11.25,23.57,45,69.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|multichain_gt3|owner_is_eoa|age_1_3y|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1729,venombridge,VenomBridge,https://defillama.com/protocol/venombridge,Bridge,Ethereum|Binance|Venom|Avalanche|Polygon|Fantom,743145.06,IN_BAND,ACC-MULTI-PATH-CREDIT-DRIFT,34.82,34.82,100.0,11.25,23.57,45,69.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|multichain_gt3|owner_is_eoa|age_1_3y|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,MULTICHAIN_VERSION_DRIFT,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1730,mellow-yield,Mellow Yield,https://defillama.com/protocol/mellow-yield,Yield Aggregator,Ethereum|Polygon|Base|Polygon zkEVM,98934.12,IN_BAND,ACC-DONATION-UNACCOUNTED-BALANCE,34.82,34.82,100.0,18.7,16.12,42.5,69.0,L3_STATE,0,,has_oracle_declared|multichain_gt3|on_ethereum|chain_hazard_ge2|single_audit_only,,unprivileged_inbound_transfer_possible|live_value_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1731,halodao,HaloDAO,https://defillama.com/protocol/halodao,Yield,Polygon|Ethereum|Arbitrum,61789.64,IN_BAND,ACC-DONATION-UNACCOUNTED-BALANCE,34.82,34.82,100.0,18.7,16.12,42.5,69.0,L3_STATE,0,,is_proxy|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl|single_audit_only,,unprivileged_inbound_transfer_possible|live_value_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1732,surf-liquid,Surf Liquid,https://defillama.com/protocol/surf-liquid,Yield,Base|Ethereum|Polygon|Arbitrum,219739.34,IN_BAND,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,34.78,34.78,100.0,18.13,16.65,41.2,69.0,L3_STATE,0,,age_under_1y|unverified_implementation|multichain_gt3|no_audit_listed|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1733,surf-liquid,Surf Liquid,https://defillama.com/protocol/surf-liquid,Yield,Base|Ethereum|Polygon|Arbitrum,219739.34,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,34.78,34.78,100.0,18.13,16.65,41.2,69.0,L3_STATE,0,,age_under_1y|unverified_implementation|multichain_gt3|no_audit_listed|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1734,surf-liquid,Surf Liquid,https://defillama.com/protocol/surf-liquid,Yield,Base|Ethereum|Polygon|Arbitrum,219739.34,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,34.78,34.78,100.0,18.13,16.65,41.2,69.0,L3_STATE,0,,age_under_1y|unverified_implementation|multichain_gt3|no_audit_listed|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl,,live_pooled_depositor_value,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1735,surf-liquid,Surf Liquid,https://defillama.com/protocol/surf-liquid,Yield,Base|Ethereum|Polygon|Arbitrum,219739.34,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,34.78,34.78,100.0,18.13,16.65,41.2,69.0,L3_STATE,0,,age_under_1y|unverified_implementation|multichain_gt3|no_audit_listed|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1736,tinlake,Tinlake,https://defillama.com/protocol/tinlake,RWA Lending,Ethereum,61316.79,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,34.78,34.78,100.0,23.1,11.68,52.5,63.0,L3_STATE,0,,on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_audit_only|single_chain,PRICING_SURFACE_UNDECLARED|RWA_PRICING_SURFACE,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1737,uncx-network-v4,UNCX Network V4,https://defillama.com/protocol/uncx-network-v4,Token Locker,Ethereum|Base|Robinhood Chain|Unichain|Arbitrum|Binance,2998160.08,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,34.78,40.92,85.0,26.4,14.52,60,77.0,L3_STATE,0,,age_under_1y|multichain_gt3|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc,MULTICHAIN_VERSION_DRIFT,prior_version_still_callable|still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1738,tinlake,Tinlake,https://defillama.com/protocol/tinlake,RWA Lending,Ethereum,61316.79,IN_BAND,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,34.78,34.78,100.0,23.1,11.68,52.5,63.0,L3_STATE,0,,on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_audit_only|single_chain,RWA_PRICING_SURFACE,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1739,tinlake,Tinlake,https://defillama.com/protocol/tinlake,RWA Lending,Ethereum,61316.79,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,34.78,34.78,100.0,23.1,11.68,52.5,63.0,L3_STATE,0,,on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_audit_only|single_chain,PRICING_SURFACE_UNDECLARED,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1740,unit-protocol,Unit Protocol,https://defillama.com/protocol/unit-protocol,CDP,Ethereum,258988.77,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,34.78,34.78,100.0,23.1,11.68,52.5,69.0,L3_STATE,0,,on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_audit_only|single_chain,PRICING_SURFACE_UNDECLARED,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1741,unit-protocol,Unit Protocol,https://defillama.com/protocol/unit-protocol,CDP,Ethereum,258988.77,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,34.78,34.78,100.0,23.1,11.68,52.5,69.0,L3_STATE,0,,on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_audit_only|single_chain,PRICING_SURFACE_UNDECLARED,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1742,locus-finance,Locus Finance,https://defillama.com/protocol/locus-finance,Yield,Arbitrum|Ethereum,52010.19,IN_BAND,ACC-DONATION-UNACCOUNTED-BALANCE,34.78,34.78,100.0,18.7,16.08,42.5,69.0,L3_STATE,0,,has_oracle_declared|owner_is_eoa|on_ethereum|chain_hazard_ge2|single_audit_only,,unprivileged_inbound_transfer_possible|live_value_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1743,tinlake,Tinlake,https://defillama.com/protocol/tinlake,RWA Lending,Ethereum,61316.79,IN_BAND,LIQUIDATION-ON-MANIPULABLE-VALUATION,34.78,34.78,100.0,23.1,11.68,52.5,63.0,L3_STATE,0,,on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_audit_only|single_chain,,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
