rank_priority,protocol_slug,protocol_name,defillama_url,category,chains,value_at_risk_usd,band_status,family_id,PRIORITY,LIKELIHOOD,ACTIONABILITY,family_evidence,learned_attack_surface,MATCH_SCORE,EVIDENCE_CONFIDENCE,evidence_level,repeat_victim_count,prior_hack_dates,surface_signals,conditions,preconditions_present,guards_found,prior_art_status,in_final
7014,ixs,IXS,https://defillama.com/protocol/ixs,Dexs,Ethereum|Base|Polygon,133192.73,IN_BAND,ACC-MULTI-PATH-CREDIT-DRIFT,22.07,22.07,100.0,11.25,10.82,45,69.0,L1_ADAPTER,0,,age_1_3y|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7015,ixs,IXS,https://defillama.com/protocol/ixs,Dexs,Ethereum|Base|Polygon,133192.73,IN_BAND,CALLBACK-STATE-LOCK-INCOMPLETE,22.07,22.07,100.0,11.25,10.82,45,69.0,L1_ADAPTER,0,,age_1_3y|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7016,ixs,IXS,https://defillama.com/protocol/ixs,Dexs,Ethereum|Base|Polygon,133192.73,IN_BAND,CALLBACK-UNAUTHENTICATED-CALLER-USES-APPROVALS,22.07,22.07,100.0,11.25,10.82,45,69.0,L1_ADAPTER,0,,age_1_3y|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7017,ixs,IXS,https://defillama.com/protocol/ixs,Dexs,Ethereum|Base|Polygon,133192.73,IN_BAND,QUOTE-OR-ROUTE-OUTPUT-NOT-BOUND-TO-ASSET,22.07,22.07,100.0,11.25,10.82,45,69.0,L1_ADAPTER,0,,age_1_3y|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7018,ixs,IXS,https://defillama.com/protocol/ixs,Dexs,Ethereum|Base|Polygon,133192.73,IN_BAND,ACC-SPLIT-NONINVARIANT,22.07,22.07,100.0,11.25,10.82,45,64.0,L1_ADAPTER,0,,age_1_3y|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7019,ixs,IXS,https://defillama.com/protocol/ixs,Dexs,Ethereum|Base|Polygon,133192.73,IN_BAND,ASSET-OR-MARKET-IDENTITY-NOT-VALIDATED,22.07,22.07,100.0,11.25,10.82,45,69.0,L1_ADAPTER,0,,age_1_3y|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7020,ixs,IXS,https://defillama.com/protocol/ixs,Dexs,Ethereum|Base|Polygon,133192.73,IN_BAND,AMM-POOL-RATIO-SKEW-EXTRACTION,22.07,22.07,100.0,11.25,10.82,45,64.0,L1_ADAPTER,0,,age_1_3y|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7021,ixs,IXS,https://defillama.com/protocol/ixs,Dexs,Ethereum|Base|Polygon,133192.73,IN_BAND,SIG-DIGEST-AMBIGUOUS-OR-UNBOUND,22.07,22.07,100.0,11.25,10.82,45,69.0,L1_ADAPTER,0,,age_1_3y|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7022,maxapy,maxAPY,https://defillama.com/protocol/maxapy,Yield Aggregator,Base|Ethereum|Polygon,61721.11,IN_BAND,CALLDATA-CALLER-CONTROLLED-TARGET,22.07,22.07,100.0,11.25,10.82,45,69.0,L1_ADAPTER,0,,age_1_3y|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl|single_audit_only,AUTHORITY_ADDRESSES_BEYOND_TVL,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7023,maxapy,maxAPY,https://defillama.com/protocol/maxapy,Yield Aggregator,Base|Ethereum|Polygon,61721.11,IN_BAND,APPROVALS-TO-UPGRADEABLE-SPENDER,22.07,22.07,100.0,11.25,10.82,45,64.0,L1_ADAPTER,0,,age_1_3y|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl|single_audit_only,AUTHORITY_ADDRESSES_BEYOND_TVL,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7024,strike-finance-perpetuals,Strike Finance Perpetuals,https://defillama.com/protocol/strike-finance-perpetuals,Derivatives,Cardano|Ethereum,2633301.07,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,22.06,25.95,85.0,11.25,14.7,45,47.0,L1_ADAPTER,0,,on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|authority_addrs_beyond_tvl|single_audit_only,PRICING_SURFACE_UNDECLARED,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7025,strike-finance-perpetuals,Strike Finance Perpetuals,https://defillama.com/protocol/strike-finance-perpetuals,Derivatives,Cardano|Ethereum,2633301.07,IN_BAND,LIQUIDATION-ON-MANIPULABLE-VALUATION,22.06,25.95,85.0,11.25,14.7,45,47.0,L1_ADAPTER,0,,on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|authority_addrs_beyond_tvl|single_audit_only,,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7026,strike-finance-perpetuals,Strike Finance Perpetuals,https://defillama.com/protocol/strike-finance-perpetuals,Derivatives,Cardano|Ethereum,2633301.07,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,22.06,25.95,85.0,11.25,14.7,45,47.0,L1_ADAPTER,0,,on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|authority_addrs_beyond_tvl|single_audit_only,PRICING_SURFACE_UNDECLARED,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7027,napier,Napier,https://defillama.com/protocol/napier,Yield,Ethereum|Base|Sonic|Arbitrum|Hyperliquid L1|Polygon,105868.54,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,22.02,22.02,100.0,7.8,14.22,31.2,41.0,L1_ADAPTER,0,,has_2plus_audits|multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|on_bsc,REBRANDED_DEPLOYMENT|MULTICHAIN_VERSION_DRIFT,still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7028,float,Float,https://defillama.com/protocol/float,Derivatives,Polygon|Avalanche,143378.45,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,22.02,22.02,100.0,10.62,11.4,42.5,47.0,L1_ADAPTER,0,,has_oracle_declared|pricing_surface_undeclared|single_audit_only,DEAD_FRONTEND_FUNDED,unmaintained_or_differing_code_path|still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7029,float,Float,https://defillama.com/protocol/float,Derivatives,Polygon|Avalanche,143378.45,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,22.02,22.02,100.0,10.62,11.4,42.5,47.0,L1_ADAPTER,0,,has_oracle_declared|pricing_surface_undeclared|single_audit_only,DEAD_FRONTEND_FUNDED,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7030,napier,Napier,https://defillama.com/protocol/napier,Yield,Ethereum|Base|Sonic|Arbitrum|Hyperliquid L1|Polygon,105868.54,IN_BAND,UPGRADE-INITIALIZER-REACHABLE-LIVE,22.02,22.02,100.0,7.8,14.22,31.2,41.0,L1_ADAPTER,0,,has_2plus_audits|multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|on_bsc,,live_value_or_approvals,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7031,float,Float,https://defillama.com/protocol/float,Derivatives,Polygon|Avalanche,143378.45,IN_BAND,SIG-REPLAY-CROSS-POSITION,22.02,22.02,100.0,10.62,11.4,42.5,42.0,L1_ADAPTER,0,,has_oracle_declared|pricing_surface_undeclared|single_audit_only,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7032,float,Float,https://defillama.com/protocol/float,Derivatives,Polygon|Avalanche,143378.45,IN_BAND,SETTLEMENT-EPOCH-BOUNDARY-CREDIT,22.02,22.02,100.0,10.62,11.4,42.5,42.0,L1_ADAPTER,0,,has_oracle_declared|pricing_surface_undeclared|single_audit_only,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7033,float,Float,https://defillama.com/protocol/float,Derivatives,Polygon|Avalanche,143378.45,IN_BAND,ACC-MULTI-PATH-CREDIT-DRIFT,22.02,22.02,100.0,10.62,11.4,42.5,47.0,L1_ADAPTER,0,,has_oracle_declared|pricing_surface_undeclared|single_audit_only,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7034,twindex,Twindex,https://defillama.com/protocol/twindex,Options,Binance,130145.6,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,22.0,29.33,75.0,18.13,11.2,41.2,69.0,L3_STATE,0,,has_oracle_declared|unverified_implementation|owner_is_eoa|no_audit_listed|on_bsc|single_chain,,live_pooled_depositor_value,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7035,twindex,Twindex,https://defillama.com/protocol/twindex,Options,Binance,130145.6,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,22.0,29.33,75.0,18.13,11.2,41.2,69.0,L3_STATE,0,,has_oracle_declared|unverified_implementation|owner_is_eoa|no_audit_listed|on_bsc|single_chain,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7036,mdex,MDEX,https://defillama.com/protocol/mdex,Dexs,Binance|Bittorrent|Heco,1408196.85,IN_BAND,ACC-MULTI-PATH-CREDIT-DRIFT,21.99,25.87,85.0,11.25,14.62,45,69.0,L1_ADAPTER,0,,has_2plus_audits|unverified_implementation|owner_is_eoa|on_bsc,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7037,mdex,MDEX,https://defillama.com/protocol/mdex,Dexs,Binance|Bittorrent|Heco,1408196.85,IN_BAND,CALLBACK-STATE-LOCK-INCOMPLETE,21.99,25.87,85.0,11.25,14.62,45,69.0,L1_ADAPTER,0,,has_2plus_audits|unverified_implementation|owner_is_eoa|on_bsc,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7038,mdex,MDEX,https://defillama.com/protocol/mdex,Dexs,Binance|Bittorrent|Heco,1408196.85,IN_BAND,CALLBACK-UNAUTHENTICATED-CALLER-USES-APPROVALS,21.99,25.87,85.0,11.25,14.62,45,69.0,L1_ADAPTER,0,,has_2plus_audits|unverified_implementation|owner_is_eoa|on_bsc,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7039,mdex,MDEX,https://defillama.com/protocol/mdex,Dexs,Binance|Bittorrent|Heco,1408196.85,IN_BAND,QUOTE-OR-ROUTE-OUTPUT-NOT-BOUND-TO-ASSET,21.99,25.87,85.0,11.25,14.62,45,69.0,L1_ADAPTER,0,,has_2plus_audits|unverified_implementation|owner_is_eoa|on_bsc,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7040,mdex,MDEX,https://defillama.com/protocol/mdex,Dexs,Binance|Bittorrent|Heco,1408196.85,IN_BAND,ACC-SPLIT-NONINVARIANT,21.99,25.87,85.0,11.25,14.62,45,64.0,L1_ADAPTER,0,,has_2plus_audits|unverified_implementation|owner_is_eoa|on_bsc,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7041,mdex,MDEX,https://defillama.com/protocol/mdex,Dexs,Binance|Bittorrent|Heco,1408196.85,IN_BAND,ASSET-OR-MARKET-IDENTITY-NOT-VALIDATED,21.99,25.87,85.0,11.25,14.62,45,69.0,L1_ADAPTER,0,,has_2plus_audits|unverified_implementation|owner_is_eoa|on_bsc,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7042,mdex,MDEX,https://defillama.com/protocol/mdex,Dexs,Binance|Bittorrent|Heco,1408196.85,IN_BAND,CALLDATA-CALLER-CONTROLLED-TARGET,21.99,25.87,85.0,11.25,14.62,45,69.0,L1_ADAPTER,0,,has_2plus_audits|unverified_implementation|owner_is_eoa|on_bsc,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7043,mdex,MDEX,https://defillama.com/protocol/mdex,Dexs,Binance|Bittorrent|Heco,1408196.85,IN_BAND,AMM-POOL-RATIO-SKEW-EXTRACTION,21.99,25.87,85.0,11.25,14.62,45,64.0,L1_ADAPTER,0,,has_2plus_audits|unverified_implementation|owner_is_eoa|on_bsc,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7044,mdex,MDEX,https://defillama.com/protocol/mdex,Dexs,Binance|Bittorrent|Heco,1408196.85,IN_BAND,SIG-DIGEST-AMBIGUOUS-OR-UNBOUND,21.99,25.87,85.0,11.25,14.62,45,69.0,L1_ADAPTER,0,,has_2plus_audits|unverified_implementation|owner_is_eoa|on_bsc,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7045,mdex,MDEX,https://defillama.com/protocol/mdex,Dexs,Binance|Bittorrent|Heco,1408196.85,IN_BAND,APPROVALS-TO-UPGRADEABLE-SPENDER,21.99,25.87,85.0,11.25,14.62,45,64.0,L1_ADAPTER,0,,has_2plus_audits|unverified_implementation|owner_is_eoa|on_bsc,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7046,mdex,MDEX,https://defillama.com/protocol/mdex,Dexs,Binance|Bittorrent|Heco,1408196.85,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,21.99,25.87,85.0,11.25,14.62,45,69.0,L1_ADAPTER,0,,has_2plus_audits|unverified_implementation|owner_is_eoa|on_bsc,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7047,mdex,MDEX,https://defillama.com/protocol/mdex,Dexs,Binance|Bittorrent|Heco,1408196.85,IN_BAND,TOKEN-TRANSFER-OVERRIDE-BREAKS-CONSERVATION,21.99,25.87,85.0,11.25,14.62,45,69.0,L1_ADAPTER,0,,has_2plus_audits|unverified_implementation|owner_is_eoa|on_bsc,MISREPRESENTED_TOKENS,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7048,mountain-protocol,Mountain Protocol,https://defillama.com/protocol/mountain-protocol,RWA,Ethereum|zkSync Era|Arbitrum|Base|Optimism|Polygon,1402690.25,IN_BAND,SETTLEMENT-EPOCH-BOUNDARY-CREDIT,21.97,25.85,85.0,11.25,14.6,45,58.0,L1_ADAPTER,0,,is_proxy|multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|single_audit_only,RWA_PRICING_SURFACE,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7049,defi-kingdoms,Defi Kingdoms,https://defillama.com/protocol/defi-kingdoms,Dexs,Klaytn|Harmony,117971.77,IN_BAND,UPGRADE-INITIALIZER-REACHABLE-LIVE,21.97,21.97,100.0,7.8,14.17,31.2,47.0,L1_ADAPTER,0,,has_governance|authority_addrs_beyond_tvl|single_audit_only,,live_value_or_approvals,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7050,defi-kingdoms,Defi Kingdoms,https://defillama.com/protocol/defi-kingdoms,Dexs,Klaytn|Harmony,117971.77,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,21.97,21.97,100.0,7.8,14.17,31.2,47.0,L1_ADAPTER,0,,has_governance|authority_addrs_beyond_tvl|single_audit_only,,still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7051,mountain-protocol,Mountain Protocol,https://defillama.com/protocol/mountain-protocol,RWA,Ethereum|zkSync Era|Arbitrum|Base|Optimism|Polygon,1402690.25,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,21.97,25.85,85.0,11.25,14.6,45,63.0,L1_ADAPTER,0,,is_proxy|multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7052,wombat-exchange,Wombat Exchange,https://defillama.com/protocol/wombat-exchange,Dexs,Binance|Arbitrum|Avalanche|Optimism|Base|Ethereum,1575838.61,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,21.97,25.85,85.0,7.8,18.05,31.2,41.0,L1_ADAPTER,0,,has_2plus_audits|multichain_gt3|on_ethereum|chain_hazard_ge2|on_bsc|authority_addrs_beyond_tvl,MULTICHAIN_VERSION_DRIFT,still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7053,lybra-v1,Lybra V1,https://defillama.com/protocol/lybra-v1,CDP,Ethereum,347499.62,IN_BAND,UPGRADE-INITIALIZER-REACHABLE-LIVE,21.97,21.97,100.0,7.8,14.17,31.2,47.0,L1_ADAPTER,0,,has_oracle_declared|on_ethereum|chain_hazard_ge2|version_sibling_legacy|single_audit_only|single_chain,VERSION_SIBLING_LEGACY,live_value_or_approvals,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7054,mountain-protocol,Mountain Protocol,https://defillama.com/protocol/mountain-protocol,RWA,Ethereum|zkSync Era|Arbitrum|Base|Optimism|Polygon,1402690.25,IN_BAND,ACC-MULTI-PATH-CREDIT-DRIFT,21.97,25.85,85.0,11.25,14.6,45,63.0,L1_ADAPTER,0,,is_proxy|multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|single_audit_only,MULTICHAIN_VERSION_DRIFT,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7055,mountain-protocol,Mountain Protocol,https://defillama.com/protocol/mountain-protocol,RWA,Ethereum|zkSync Era|Arbitrum|Base|Optimism|Polygon,1402690.25,IN_BAND,BRIDGE-MESSAGE-NOT-BOUND-TO-SOURCE,21.97,25.85,85.0,11.25,14.6,45,63.0,L1_ADAPTER,0,,is_proxy|multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|single_audit_only,MULTICHAIN_VERSION_DRIFT,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7056,mountain-protocol,Mountain Protocol,https://defillama.com/protocol/mountain-protocol,RWA,Ethereum|zkSync Era|Arbitrum|Base|Optimism|Polygon,1402690.25,IN_BAND,TOKEN-TRANSFER-OVERRIDE-BREAKS-CONSERVATION,21.97,25.85,85.0,11.25,14.6,45,63.0,L1_ADAPTER,0,,is_proxy|multichain_gt3|age_1_3y|on_ethereum|chain_hazard_ge2|single_audit_only,MISREPRESENTED_TOKENS,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7057,wombat-exchange,Wombat Exchange,https://defillama.com/protocol/wombat-exchange,Dexs,Binance|Arbitrum|Avalanche|Optimism|Base|Ethereum,1575838.61,IN_BAND,UPGRADE-INITIALIZER-REACHABLE-LIVE,21.97,25.85,85.0,7.8,18.05,31.2,41.0,L1_ADAPTER,0,,has_2plus_audits|multichain_gt3|on_ethereum|chain_hazard_ge2|on_bsc|authority_addrs_beyond_tvl,,live_value_or_approvals,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7058,ideamarket,Ideamarket,https://defillama.com/protocol/ideamarket,Derivatives,Arbitrum,163257.43,IN_BAND,SETTLEMENT-EPOCH-BOUNDARY-CREDIT,21.95,21.95,100.0,11.25,10.7,45,64.0,L1_ADAPTER,0,,is_proxy|pricing_surface_undeclared|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7059,ideamarket,Ideamarket,https://defillama.com/protocol/ideamarket,Derivatives,Arbitrum,163257.43,IN_BAND,ACC-MULTI-PATH-CREDIT-DRIFT,21.95,21.95,100.0,11.25,10.7,45,69.0,L1_ADAPTER,0,,is_proxy|pricing_surface_undeclared|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7060,ideamarket,Ideamarket,https://defillama.com/protocol/ideamarket,Derivatives,Arbitrum,163257.43,IN_BAND,SIG-REPLAY-CROSS-POSITION,21.95,21.95,100.0,11.25,10.7,45,64.0,L1_ADAPTER,0,,is_proxy|pricing_surface_undeclared|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7061,ideamarket,Ideamarket,https://defillama.com/protocol/ideamarket,Derivatives,Arbitrum,163257.43,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,21.95,21.95,100.0,11.25,10.7,45,69.0,L1_ADAPTER,0,,is_proxy|pricing_surface_undeclared|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7062,stella,Stella,https://defillama.com/protocol/stella,Leveraged Farming,Arbitrum,442829.23,IN_BAND,CALLBACK-UNAUTHENTICATED-CALLER-USES-APPROVALS,21.95,21.95,100.0,11.25,10.7,45,69.0,L1_ADAPTER,0,,has_oracle_declared|unverified_implementation|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7063,stella,Stella,https://defillama.com/protocol/stella,Leveraged Farming,Arbitrum,442829.23,IN_BAND,QUOTE-OR-ROUTE-OUTPUT-NOT-BOUND-TO-ASSET,21.95,21.95,100.0,11.25,10.7,45,69.0,L1_ADAPTER,0,,has_oracle_declared|unverified_implementation|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7064,stella,Stella,https://defillama.com/protocol/stella,Leveraged Farming,Arbitrum,442829.23,IN_BAND,SIG-REPLAY-CROSS-POSITION,21.95,21.95,100.0,11.25,10.7,45,64.0,L1_ADAPTER,0,,has_oracle_declared|unverified_implementation|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7065,stella,Stella,https://defillama.com/protocol/stella,Leveraged Farming,Arbitrum,442829.23,IN_BAND,ASSET-OR-MARKET-IDENTITY-NOT-VALIDATED,21.95,21.95,100.0,11.25,10.7,45,69.0,L1_ADAPTER,0,,has_oracle_declared|unverified_implementation|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7066,stella,Stella,https://defillama.com/protocol/stella,Leveraged Farming,Arbitrum,442829.23,IN_BAND,ACC-ZERO-SUPPLY-INFLATION,21.95,21.95,100.0,11.25,10.7,45,69.0,L1_ADAPTER,0,,has_oracle_declared|unverified_implementation|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7067,stella,Stella,https://defillama.com/protocol/stella,Leveraged Farming,Arbitrum,442829.23,IN_BAND,CALLDATA-CALLER-CONTROLLED-TARGET,21.95,21.95,100.0,11.25,10.7,45,69.0,L1_ADAPTER,0,,has_oracle_declared|unverified_implementation|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7068,stella,Stella,https://defillama.com/protocol/stella,Leveraged Farming,Arbitrum,442829.23,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,21.95,21.95,100.0,11.25,10.7,45,69.0,L1_ADAPTER,0,,has_oracle_declared|unverified_implementation|single_audit_only|single_chain,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7069,convergence,Convergence,https://defillama.com/protocol/convergence,Dexs,Ethereum|Moonbeam,391960.45,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,21.95,21.95,100.0,10.62,11.33,42.5,47.0,L1_ADAPTER,0,,on_ethereum|chain_hazard_ge2|single_audit_only,DEAD_FRONTEND_FUNDED,unmaintained_or_differing_code_path|still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7070,convergence,Convergence,https://defillama.com/protocol/convergence,Dexs,Ethereum|Moonbeam,391960.45,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,21.95,21.95,100.0,10.62,11.33,42.5,47.0,L1_ADAPTER,0,,on_ethereum|chain_hazard_ge2|single_audit_only,DEAD_FRONTEND_FUNDED,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7071,luaswap,LuaSwap,https://defillama.com/protocol/luaswap,Dexs,Ethereum|TomoChain,104860.44,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,21.95,21.95,100.0,10.62,11.33,42.5,47.0,L1_ADAPTER,0,,on_ethereum|chain_hazard_ge2|single_audit_only,DEAD_FRONTEND_FUNDED,unmaintained_or_differing_code_path|still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7072,luaswap,LuaSwap,https://defillama.com/protocol/luaswap,Dexs,Ethereum|TomoChain,104860.44,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,21.95,21.95,100.0,10.62,11.33,42.5,47.0,L1_ADAPTER,0,,on_ethereum|chain_hazard_ge2|single_audit_only,DEAD_FRONTEND_FUNDED,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7073,stella,Stella,https://defillama.com/protocol/stella,Leveraged Farming,Arbitrum,442829.23,IN_BAND,TOKEN-TRANSFER-OVERRIDE-BREAKS-CONSERVATION,21.95,21.95,100.0,11.25,10.7,45,69.0,L1_ADAPTER,0,,has_oracle_declared|unverified_implementation|single_audit_only|single_chain,MISREPRESENTED_TOKENS,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
7074,verse,Verse,https://defillama.com/protocol/verse,Dexs,Ethereum|smartBCH,537476.04,IN_BAND,ASSET-OR-MARKET-IDENTITY-NOT-VALIDATED,21.95,21.95,100.0,10.62,11.33,42.5,47.0,L1_ADAPTER,0,,on_ethereum|chain_hazard_ge2|single_audit_only,,_adapter_only|live_value_present,,PRIOR_ART_SEARCH_INCOMPLETE,NO
